Target_genes	E2F4|Average	SRX027401|Adipocytes	SRX019963|GM06990	SRX150410|GM12878	SRX150445|HeLa	SRX668217|HRPEpiC	SRX150679|K-562	SRX194566|MCF-7	SRX194567|MCF-7	SRX150480|MCF_10A	STRING
PHLDB3	23.444444	0	0	0	0	0	0	0	0	211	0
ITGB4	23.444444	0	0	0	0	0	0	0	0	211	0
FAM117A	23.444444	0	0	0	0	0	0	0	0	211	0
DENND1A	23.444444	0	0	0	0	0	211	0	0	0	0
DDX58	23.444444	0	0	0	0	0	0	0	0	211	0
ZBTB8A	23.333333	0	0	0	0	0	0	0	0	210	0
PKP3	23.333333	0	0	0	0	0	0	0	0	210	0
PARP9	23.333333	0	0	0	0	0	0	0	0	210	0
NADSYN1	23.333333	0	0	0	0	0	0	0	0	210	0
MAFF	23.333333	0	0	0	0	0	0	0	0	210	0
LRRC63	23.333333	0	0	0	0	0	210	0	0	0	0
DTX3L	23.333333	0	0	0	0	0	0	0	0	210	0
DHCR7	23.333333	0	0	0	0	0	0	0	0	210	0
RPL26L1	23.222222	0	0	0	0	0	0	0	0	209	0
RAX2	23.222222	0	0	0	0	0	128	0	0	81	0
PIK3CD	23.222222	0	0	209	0	0	0	0	0	0	0
PARP4	23.222222	0	0	0	0	0	0	0	0	209	0
GATA3	23.222222	0	0	0	0	0	0	0	0	209	0
FOXP1	23.222222	0	0	0	0	0	0	0	0	209	0
FECH	23.222222	129	0	0	0	0	0	0	0	80	0
C1S	23.222222	0	0	0	0	0	0	0	0	209	0
ATP13A2	23.222222	0	0	0	0	0	209	0	0	0	0
ARHGAP27	23.222222	0	0	0	0	0	0	0	0	209	0
ADGRA1	23.222222	0	0	0	209	0	0	0	0	0	0
ZDHHC7	23.111111	0	0	0	0	0	208	0	0	0	0
TMEM19	23.111111	0	0	0	0	0	96	0	0	112	0
SPESP1	23.111111	0	0	0	0	0	0	0	0	208	0
PGBD1	23.111111	0	0	0	0	0	118	0	0	90	0
CLYBL	23.111111	0	0	0	0	0	0	0	0	208	0
CHRNE	23.111111	0	0	0	0	0	0	0	0	208	0
ZNF182	23.000000	0	0	0	0	0	0	207	0	0	0
WBP4	23.000000	0	0	0	98	0	0	0	0	109	0
TGFBR3L	23.000000	0	0	0	0	0	0	0	0	207	0
SPACA5B	23.000000	0	0	0	0	0	0	207	0	0	0
SPACA5	23.000000	0	0	0	0	0	0	207	0	0	0
SNAPC2	23.000000	0	0	0	0	0	0	0	0	207	0
MMGT1	23.000000	0	0	0	0	0	89	0	0	118	0
MAP3K2	23.000000	0	0	0	0	0	207	0	0	0	0
LMAN2L	23.000000	0	0	0	0	0	0	0	0	207	0
IFT52	23.000000	0	0	90	0	0	0	0	0	117	0
ENTPD4	23.000000	0	0	0	0	0	207	0	0	0	0
ELF1	23.000000	0	0	0	98	0	0	0	0	109	0
DECR1	23.000000	0	0	0	0	0	0	0	0	207	0
CTXN1	23.000000	0	0	0	0	0	0	0	0	207	0
ARHGAP45	23.000000	0	0	0	0	0	0	0	0	207	0
AHDC1	23.000000	0	0	0	0	0	207	0	0	0	0
YIPF6	22.888889	0	0	0	133	0	73	0	0	0	0
WNT9A	22.888889	0	0	0	0	0	0	0	0	206	0
PTPN13	22.888889	0	0	0	0	0	0	0	0	206	0
PRICKLE3	22.888889	0	0	0	82	0	0	0	0	124	0
GRSF1	22.888889	0	0	0	0	0	0	0	0	206	0
FOXP4	22.888889	0	0	0	0	0	0	0	0	206	0
FASTKD1	22.888889	0	0	0	0	0	206	0	0	0	0
EPHX2	22.888889	0	0	0	0	0	97	0	0	109	0
COL1A1	22.888889	0	0	0	0	0	0	0	0	206	0
VPS13B	22.777778	0	0	0	0	0	119	0	0	86	0
STC2	22.777778	0	0	0	0	0	0	0	0	205	0
SOX9	22.777778	0	0	0	0	0	0	0	0	205	0
OVOL1	22.777778	0	0	0	0	0	205	0	0	0	0
EFHD1	22.777778	0	0	0	0	0	0	0	0	205	0
CCDC155	22.777778	0	0	0	0	0	205	0	0	0	0
AP5B1	22.777778	0	0	0	0	0	205	0	0	0	0
ANP32A	22.777778	0	0	0	0	0	0	0	0	205	0
REC8	22.666667	0	0	204	0	0	0	0	0	0	0
CPEB4	22.666667	0	0	0	0	0	0	0	0	204	0
CCDC57	22.666667	0	0	0	0	0	204	0	0	0	0
ZNF429	22.555556	0	0	0	0	0	0	0	0	203	0
YIF1B	22.555556	0	0	0	0	0	0	0	0	203	0
TMEM170B	22.555556	0	0	0	0	0	0	0	0	203	0
RUFY2	22.555556	0	0	0	0	0	203	0	0	0	0
RNF144A	22.555556	0	0	0	0	0	203	0	0	0	0
PIEZO2	22.555556	0	0	203	0	0	0	0	0	0	0
MAGI1	22.555556	0	0	0	0	0	0	0	0	203	0
KCNK6	22.555556	0	0	0	0	0	0	0	0	203	0
HMOX1	22.555556	0	0	0	0	0	0	0	0	203	0
FAAH	22.555556	0	0	0	0	0	0	0	0	203	0
ADO	22.555556	0	0	0	0	0	90	0	0	113	0
ZNF549	22.444444	0	0	0	0	0	0	0	0	202	0
ZNF418	22.444444	0	0	0	0	0	0	202	0	0	0
YIF1A	22.444444	0	0	0	0	0	0	0	0	202	0
TRERF1	22.444444	0	0	0	0	0	0	0	0	202	0
TMEM151A	22.444444	0	0	0	0	0	0	0	0	202	0
SPATA9	22.444444	0	0	0	85	0	117	0	0	0	0
SIN3B	22.444444	0	0	0	0	0	0	0	0	202	0
RHOBTB3	22.444444	0	0	0	85	0	117	0	0	0	0
RGS10	22.444444	0	0	0	0	0	0	0	0	202	0
RAB11FIP4	22.444444	0	0	0	0	0	0	0	0	202	0
PTPRE	22.444444	0	0	0	0	0	0	0	0	202	0
PHYHIP	22.444444	0	0	0	0	0	0	0	0	202	0
PDPN	22.444444	0	0	0	0	0	0	0	0	202	0
NME2	22.444444	0	0	0	0	0	0	0	0	202	0
NKX2-6	22.444444	0	0	0	0	0	0	0	0	202	0
MYOM1	22.444444	0	0	0	0	0	0	0	0	202	0
MICA	22.444444	0	0	0	0	0	0	0	0	202	0
LSP1	22.444444	0	0	0	0	0	0	0	0	202	0
ITPRIPL2	22.444444	0	0	0	0	0	0	0	0	202	0
IL36G	22.444444	0	0	0	0	0	0	0	0	202	0
IDH3B	22.444444	0	0	0	0	0	0	0	0	202	0
FBRSL1	22.444444	0	0	0	0	0	0	0	0	202	0
DOCK6	22.444444	0	0	0	0	0	0	112	0	90	0
DNAH2	22.444444	0	0	0	0	0	0	0	0	202	0
BRSK2	22.444444	0	0	0	0	0	0	0	0	202	0
ALPI	22.444444	0	0	0	0	0	0	0	0	202	0
TMEM51	22.333333	0	0	0	0	0	0	0	0	201	0
NIPAL4	22.333333	0	0	0	0	0	0	0	0	201	0
MTMR8	22.333333	0	0	0	0	0	201	0	0	0	0
HEMGN	22.333333	0	0	0	0	0	201	0	0	0	0
GPRC5C	22.333333	0	0	0	0	0	0	0	0	201	0
DEPDC7	22.333333	0	0	0	74	0	127	0	0	0	0
CTNND1	22.333333	0	0	0	0	0	0	0	0	201	0
BTBD18	22.333333	0	0	0	0	0	0	0	0	201	0
ASB8	22.333333	0	0	0	0	0	201	0	0	0	0
SUPT20H	22.222222	0	0	0	0	0	0	0	0	200	0
STEAP1B	22.222222	0	0	0	0	0	200	0	0	0	0
SSX5	22.222222	0	0	0	0	200	0	0	0	0	0
PYM1	22.222222	0	0	0	0	0	0	0	0	200	0
PKP2	22.222222	0	0	0	0	0	0	0	0	200	0
KIF16B	22.222222	0	0	0	0	0	0	0	0	200	0
IKBKE	22.222222	0	0	200	0	0	0	0	0	0	0
GDF15	22.222222	0	0	0	0	0	200	0	0	0	0
FGF19	22.222222	0	0	0	200	0	0	0	0	0	0
DNAL1	22.222222	0	0	0	0	0	0	0	0	200	0
DGKA	22.222222	0	0	0	0	0	0	0	0	200	0
CARD14	22.222222	0	0	0	0	0	0	0	0	200	0
ARRDC2	22.222222	0	0	0	0	0	0	0	0	200	0
XPNPEP3	22.111111	0	0	0	0	0	101	0	0	98	0
TMF1	22.111111	0	0	0	0	0	108	0	0	91	0
TENT4B	22.111111	0	0	0	0	0	0	0	0	199	0
ST13	22.111111	0	0	0	0	0	101	0	0	98	0
SST	22.111111	0	0	0	0	0	0	0	0	199	0
SPTB	22.111111	0	0	0	0	0	86	0	0	113	0
MBTPS2	22.111111	0	0	0	100	0	99	0	0	0	0
LCOR	22.111111	0	0	0	0	0	92	0	0	107	0
KLHL29	22.111111	0	0	0	0	0	0	0	0	199	0
HPR	22.111111	0	0	0	0	0	199	0	0	0	0
DNAJB7	22.111111	0	0	0	0	0	101	0	0	98	0
CDH11	22.111111	199	0	0	0	0	0	0	0	0	0
C1orf226	22.111111	0	0	0	0	0	0	0	0	199	0
AP1M2	22.111111	0	0	0	0	0	0	0	0	199	0
ZNF226	22.000000	0	0	0	0	0	0	0	0	198	0
SRI	22.000000	103	0	0	0	0	95	0	0	0	0
RBCK1	22.000000	0	0	0	0	0	0	0	0	198	0
PRIMA1	22.000000	0	0	0	0	0	0	0	0	198	0
MRAP2	22.000000	0	0	0	0	0	198	0	0	0	0
MLXIPL	22.000000	0	0	0	0	0	198	0	0	0	0
MICAL2	22.000000	0	0	0	0	0	0	0	0	198	0
IL20RA	22.000000	0	0	0	0	0	0	0	0	198	0
GLIPR1L2	22.000000	0	0	0	0	0	0	0	0	198	0
FBXW8	22.000000	0	0	0	0	0	125	0	0	73	0
ULBP1	21.888889	0	0	0	0	0	197	0	0	0	0
TEX261	21.888889	0	0	0	0	0	0	0	0	197	0
RAB7A	21.888889	0	0	0	0	0	76	0	0	121	0
PUS10	21.888889	0	0	0	73	0	124	0	0	0	0
PEX13	21.888889	0	0	0	73	0	124	0	0	0	0
PEAR1	21.888889	0	0	0	0	0	0	0	0	197	0
PDZK1IP1	21.888889	0	0	0	0	0	125	0	0	72	0
NXN	21.888889	0	0	0	0	0	0	0	0	197	0
NCF2	21.888889	0	0	0	0	0	0	0	0	197	0
MPV17	21.888889	0	0	0	0	0	0	0	0	197	0
LRP11	21.888889	0	0	0	0	0	0	0	0	197	0
ARID5A	21.888889	0	0	0	0	0	0	0	0	197	0
VWA7	21.777778	0	0	0	0	0	196	0	0	0	0
TNFRSF21	21.777778	0	0	0	0	0	97	0	0	99	0
PDCD7	21.777778	0	0	0	0	0	0	0	0	196	0
LINC02210-CRHR1	21.777778	0	0	0	0	0	0	0	0	196	0
ISCA1	21.777778	0	0	0	0	0	0	0	0	196	0
DCST2	21.777778	0	0	0	0	0	0	0	0	196	0
DCST1	21.777778	0	0	0	0	0	0	0	0	196	0
BACE2	21.777778	0	0	0	0	0	0	0	0	196	0
AQP11	21.777778	0	0	0	0	0	196	0	0	0	0
VWDE	21.666667	0	0	0	0	0	195	0	0	0	0
SYNGR2	21.666667	0	0	0	0	0	195	0	0	0	0
RTN4RL1	21.666667	0	0	0	0	0	0	0	0	195	0
P4HA1	21.666667	0	0	0	0	0	195	0	0	0	0
MTDH	21.666667	0	0	0	0	0	195	0	0	0	0
FURIN	21.666667	0	0	0	0	0	0	0	0	195	0
FCGR3A	21.666667	0	0	0	0	0	0	0	0	195	0
DPH1	21.666667	0	0	0	0	0	0	0	0	195	0
CD19	21.666667	0	0	0	0	0	195	0	0	0	0
TUBE1	21.555556	0	0	0	0	0	114	0	0	80	0
TNIP3	21.555556	0	0	0	0	0	0	0	0	194	0
THEGL	21.555556	0	0	0	0	0	194	0	0	0	0
TEX45	21.555556	0	0	0	0	0	194	0	0	0	0
SLC35D2	21.555556	0	0	0	0	0	0	0	0	194	0
RWDD2A	21.555556	0	0	0	0	0	0	0	0	194	0
PLEKHH2	21.555556	0	0	0	0	0	0	0	0	194	0
PLEK2	21.555556	0	0	0	194	0	0	0	0	0	0
PGM3	21.555556	0	0	0	0	0	0	0	0	194	0
PEX11G	21.555556	0	0	0	0	0	194	0	0	0	0
LOXL3	21.555556	0	0	0	0	0	194	0	0	0	0
ISG15	21.555556	0	0	0	0	0	0	0	0	194	0
GOLGA8B	21.555556	0	0	0	0	0	0	0	0	194	0
GNG4	21.555556	0	0	0	0	0	0	0	0	194	0
FAM229B	21.555556	0	0	0	0	0	114	0	0	80	0
EFNB1	21.555556	0	0	0	0	0	0	0	0	194	0
DOK1	21.555556	0	0	0	0	0	194	0	0	0	0
C12orf66	21.555556	0	0	0	0	0	0	0	0	194	0
RNF146	21.444444	0	0	0	0	0	193	0	0	0	0
QSOX2	21.444444	0	0	0	0	0	193	0	0	0	0
NRP2	21.444444	0	0	0	0	0	0	0	0	193	0
MOG	21.444444	0	0	0	0	0	81	0	0	112	0
LOC389602	21.444444	0	0	0	0	0	0	0	0	193	0
KRT28	21.444444	0	0	0	0	0	0	0	0	193	0
ATMIN	21.444444	0	0	0	0	0	193	0	0	0	0
ARNTL2	21.444444	0	0	0	0	0	0	0	0	193	0
ADGRB3	21.444444	0	0	0	0	0	193	0	0	0	0
ZBTB20	21.333333	0	0	0	0	0	0	0	0	192	0
PTGR1	21.333333	0	0	0	0	0	0	0	0	192	0
MAPK8	21.333333	0	0	0	0	0	192	0	0	0	0
LTBP1	21.333333	0	0	0	0	0	0	0	0	192	0
GJD3	21.333333	0	0	0	0	0	0	0	0	192	0
DENND1B	21.333333	0	0	0	0	0	192	0	0	0	0
CTCFL	21.333333	0	0	0	0	0	192	0	0	0	0
C20orf194	21.333333	0	0	0	0	0	0	0	0	192	0
C1orf115	21.333333	0	0	0	0	0	0	0	0	192	0
ANKRD18B	21.333333	0	0	0	0	0	0	0	0	192	0
ZNRF3	21.222222	0	0	0	0	0	0	0	0	191	0
TMCO2	21.222222	0	0	0	0	0	191	0	0	0	0
RPS6KA1	21.222222	0	0	0	0	0	191	0	0	0	0
NDRG3	21.222222	0	0	0	0	0	0	0	0	191	0
MTMR10	21.222222	0	0	0	0	0	191	0	0	0	0
ZNF121	21.111111	0	0	0	0	0	0	0	0	190	0
WNT10B	21.111111	0	0	0	0	0	0	0	0	190	0
WNT1	21.111111	0	0	0	0	0	0	0	0	190	0
TRAPPC8	21.111111	0	0	0	0	0	0	0	0	190	0
TBXA2R	21.111111	0	0	0	0	0	190	0	0	0	0
TBC1D16	21.111111	0	0	0	0	0	0	0	0	190	0
SYCE3	21.111111	0	0	0	0	0	0	0	0	190	0
RNF223	21.111111	0	0	0	0	0	0	0	0	190	0
RCAN1	21.111111	0	0	0	0	0	108	0	0	82	0
PRR35	21.111111	0	0	0	0	0	0	0	0	190	0
PRKCZ	21.111111	0	0	0	0	0	0	0	0	190	0
PCGF3	21.111111	0	0	0	0	0	0	0	0	190	0
NLRP6	21.111111	0	0	0	0	0	0	0	0	190	0
NHLRC4	21.111111	0	0	0	0	0	0	0	0	190	0
FOXN1	21.111111	0	0	0	0	0	0	0	0	190	0
FOXF2	21.111111	0	0	0	0	0	0	0	0	190	0
EVX1	21.111111	0	0	0	0	0	0	0	0	190	0
DUS1L	21.111111	0	0	0	0	0	190	0	0	0	0
DNPH1	21.111111	0	0	0	0	0	190	0	0	0	0
DIRAS1	21.111111	0	0	0	0	0	0	0	0	190	0
BHLHE41	21.111111	0	0	0	0	0	0	0	0	190	0
ATP1A2	21.111111	0	0	0	0	0	0	0	0	190	0
ACTR2	21.111111	0	0	0	0	0	0	0	0	190	0
ACAP2	21.111111	0	0	0	0	0	0	0	0	190	0
AAR2	21.111111	0	0	0	0	0	0	0	0	190	0
TRIM2	21.000000	0	0	0	0	0	0	0	0	189	0
STYK1	21.000000	0	0	0	0	0	0	0	0	189	0
RTN4R	21.000000	0	0	0	0	0	189	0	0	0	0
RCSD1	21.000000	0	0	0	0	0	189	0	0	0	0
PRSS38	21.000000	0	0	0	0	0	0	0	0	189	0
PKIA	21.000000	0	0	0	0	0	0	0	0	189	0
KCNH2	21.000000	0	0	0	0	0	189	0	0	0	0
CCDC80	21.000000	0	0	0	0	0	0	0	0	189	0
TLK1	20.888889	0	0	0	0	0	188	0	0	0	0
SRD5A1	20.888889	0	0	0	0	0	85	0	0	103	0
SPATA12	20.888889	0	0	0	0	0	0	0	0	188	0
RHOV	20.888889	0	0	0	0	0	0	0	0	188	0
OPN1SW	20.888889	0	0	0	0	0	188	0	0	0	0
NSUN2	20.888889	0	0	0	0	0	85	0	0	103	0
EMC3	20.888889	0	0	0	0	0	0	0	0	188	0
EDA	20.888889	0	0	0	0	0	0	0	0	188	0
DEFB1	20.888889	0	0	0	0	0	0	0	0	188	0
CUX1	20.888889	0	0	0	0	0	188	0	0	0	0
CCDC90B	20.888889	0	0	0	0	0	188	0	0	0	0
CCDC136	20.888889	0	0	0	0	0	188	0	0	0	0
C1orf216	20.888889	0	0	0	0	0	89	0	0	99	0
ZNF440	20.777778	0	0	0	0	0	187	0	0	0	0
YBX3	20.777778	0	0	0	0	0	0	0	0	187	0
PERP	20.777778	0	0	0	0	0	0	0	0	187	0
LACC1	20.777778	0	0	0	0	0	0	0	0	187	0
GRN	20.777778	0	0	0	0	0	0	0	0	187	0
FABP6	20.777778	0	0	0	187	0	0	0	0	0	0
CCDC122	20.777778	0	0	0	0	0	0	0	0	187	0
C19orf81	20.777778	0	0	0	0	0	187	0	0	0	0
ARGLU1	20.777778	0	0	0	0	0	0	0	0	187	0
ZNF285	20.666667	0	0	0	0	0	0	0	0	186	0
WDFY3	20.666667	0	0	0	0	0	0	0	0	186	0
UNC13A	20.666667	0	0	0	186	0	0	0	0	0	0
UGP2	20.666667	0	0	0	0	0	0	0	0	186	0
TMEM144	20.666667	0	0	0	0	0	0	0	0	186	0
TECPR2	20.666667	0	0	0	0	0	0	0	0	186	0
RCAN2	20.666667	0	0	0	0	0	0	0	0	186	0
PEX5	20.666667	0	0	0	0	0	0	0	0	186	0
FRMD5	20.666667	0	0	0	0	0	0	0	0	186	0
CINP	20.666667	0	0	0	0	0	0	0	0	186	0
CHMP2B	20.666667	0	0	0	0	0	0	0	0	186	0
BBS7	20.666667	0	0	0	0	0	102	0	0	84	0
ZNF264	20.555556	0	0	0	0	0	0	0	0	185	0
ZFHX3	20.555556	0	0	0	0	0	0	0	0	185	0
SH2D3C	20.555556	0	0	0	0	0	0	0	0	185	0
SCD5	20.555556	0	0	0	0	0	0	0	0	185	0
RBIS	20.555556	0	0	0	0	0	0	0	0	185	0
PSG3	20.555556	0	0	0	0	0	0	0	0	185	0
LYPD6	20.555556	0	0	0	0	0	0	0	0	185	0
INSRR	20.555556	0	0	0	0	0	0	0	0	185	0
IL22RA1	20.555556	0	0	0	0	0	0	0	0	185	0
ELAVL3	20.555556	0	0	0	0	0	185	0	0	0	0
ZNF70	20.444444	0	0	0	0	0	0	0	0	184	0
ZNF493	20.444444	0	0	0	0	0	0	0	0	184	0
VPREB3	20.444444	0	0	0	0	0	0	0	0	184	0
UNC13B	20.444444	0	0	0	0	0	0	0	0	184	0
TRABD2A	20.444444	0	0	0	0	0	0	0	0	184	0
PROCR	20.444444	0	0	0	0	0	0	0	0	184	0
OSCP1	20.444444	0	0	0	0	0	0	0	0	184	0
N4BP1	20.444444	0	0	0	0	0	184	0	0	0	0
KRTAP5-6	20.444444	0	0	0	0	0	0	184	0	0	0
IP6K1	20.444444	0	0	0	0	0	0	0	0	184	0
IFIT3	20.444444	184	0	0	0	0	0	0	0	0	0
GOLT1A	20.444444	0	0	0	0	0	0	0	0	184	0
FHDC1	20.444444	0	0	0	0	0	0	0	0	184	0
BAZ1A	20.444444	0	0	0	0	0	0	0	0	184	0
AARD	20.444444	0	0	0	0	0	0	0	0	184	0
ZNF830	20.333333	0	0	0	0	0	183	0	0	0	0
SERPINB9	20.333333	0	0	0	0	0	183	0	0	0	0
RIPPLY2	20.333333	0	0	0	0	0	183	0	0	0	0
NFATC4	20.333333	0	0	0	0	0	0	0	0	183	0
MFSD4B	20.333333	0	0	0	0	0	183	0	0	0	0
MED16	20.333333	0	0	0	0	0	0	0	0	183	0
LYZL6	20.333333	0	0	183	0	0	0	0	0	0	0
HEXA	20.333333	0	0	0	0	0	183	0	0	0	0
GOSR2	20.333333	0	0	0	0	0	183	0	0	0	0
CHORDC1	20.333333	0	0	0	0	0	183	0	0	0	0
CCT6B	20.333333	0	0	0	0	0	183	0	0	0	0
ABCC4	20.333333	0	0	0	0	0	106	0	0	77	0
UBA6	20.222222	0	0	0	0	0	0	0	0	182	0
TCF7	20.222222	0	0	0	0	0	0	0	0	182	0
TAPBPL	20.222222	0	0	0	0	0	0	0	0	182	0
SLC66A2	20.222222	0	0	0	0	0	182	0	0	0	0
RNF144B	20.222222	0	0	0	0	0	0	0	0	182	0
RAMAC	20.222222	0	0	0	0	0	87	0	0	95	0
PRRG1	20.222222	0	0	0	0	0	0	0	0	182	0
PLAGL1	20.222222	0	0	0	0	0	182	0	0	0	0
NID1	20.222222	182	0	0	0	0	0	0	0	0	0
ITGA3	20.222222	0	0	0	0	0	0	0	0	182	0
HAS2	20.222222	0	0	0	0	0	0	0	0	182	0
GPR39	20.222222	0	0	0	0	0	0	0	0	182	0
CD27	20.222222	0	0	0	0	0	0	0	0	182	0
C9orf72	20.222222	0	0	0	0	0	0	0	0	182	0
C20orf144	20.222222	0	0	0	0	0	0	0	0	182	0
TTLL1	20.111111	0	0	0	0	0	0	0	0	181	0
RAB11FIP2	20.111111	0	0	0	96	0	85	0	0	0	0
PGM2	20.111111	0	0	0	0	0	0	0	0	181	0
NDUFB5	20.111111	0	0	0	0	0	0	0	0	181	0
MRPL47	20.111111	0	0	0	0	0	0	0	0	181	0
LIMA1	20.111111	0	0	0	0	0	181	0	0	0	0
KLC3	20.111111	0	0	0	0	0	0	0	0	181	0
ITM2C	20.111111	0	0	0	0	0	181	0	0	0	0
GPRIN2	20.111111	0	0	0	0	0	0	0	0	181	0
C3orf86	20.111111	0	0	0	0	0	181	0	0	0	0
BARHL1	20.111111	0	0	0	0	0	181	0	0	0	0
ZNF562	20.000000	0	0	0	0	0	0	0	0	180	0
TSR2	20.000000	0	0	0	0	0	0	0	0	180	0
SUCLG2	20.000000	0	0	0	0	0	0	0	0	180	0
RAB43	20.000000	0	0	0	0	0	0	0	0	180	0
PSAP	20.000000	0	0	0	0	0	180	0	0	0	0
NNMT	20.000000	0	0	0	0	0	0	0	0	180	0
NCOA2	20.000000	0	0	0	0	0	0	0	0	180	0
IFT88	20.000000	0	0	0	0	0	0	0	0	180	0
FUNDC1	20.000000	0	0	0	0	0	0	0	0	180	0
DNAJB6	20.000000	0	0	0	0	0	180	0	0	0	0
BTNL10	20.000000	0	0	0	0	0	180	0	0	0	0
ZNF195	19.888889	0	0	0	0	0	0	0	0	179	0
VSTM2L	19.888889	0	0	0	0	0	0	0	0	179	0
VLDLR	19.888889	0	0	0	0	0	0	0	0	179	0
TMEM131L	19.888889	0	0	0	0	0	179	0	0	0	0
SNX27	19.888889	0	0	0	0	0	0	0	0	179	0
SIGIRR	19.888889	0	0	0	0	0	0	0	0	179	0
RSPH6A	19.888889	0	0	0	0	0	0	0	0	179	0
PWP1	19.888889	0	0	0	0	0	179	0	0	0	0
PRR5	19.888889	0	0	0	0	0	0	0	0	179	0
PLEKHO1	19.888889	0	0	0	0	0	0	0	0	179	0
PITPNA	19.888889	0	0	0	0	0	0	0	0	179	0
ODF3L1	19.888889	0	0	0	0	0	0	0	0	179	0
MC1R	19.888889	0	0	0	0	0	0	0	0	179	0
LRFN4	19.888889	0	0	0	0	0	0	0	0	179	0
IRAK1	19.888889	0	0	0	0	0	179	0	0	0	0
GATA6	19.888889	0	0	0	0	0	0	0	0	179	0
FBXO27	19.888889	0	0	0	0	0	0	0	0	179	0
DNPEP	19.888889	0	0	0	0	0	0	0	0	179	0
CYP2B6	19.888889	0	0	0	0	0	0	0	0	179	0
CSPG4	19.888889	0	0	0	0	0	0	0	0	179	0
CDRT15L2	19.888889	0	0	0	0	0	0	0	0	179	0
BHLHA9	19.888889	0	0	0	0	0	0	0	0	179	0
BEAN1	19.888889	0	0	0	0	0	0	0	0	179	0
ADCY8	19.888889	0	0	0	0	0	0	0	0	179	0
TWIST2	19.777778	0	0	0	0	0	0	0	0	178	0
TMEM33	19.777778	0	0	0	0	0	0	0	0	178	0
SCGB3A2	19.777778	0	0	0	0	0	0	0	0	178	0
ITGB5	19.777778	0	0	0	0	0	0	0	0	178	0
GALNT9	19.777778	0	0	0	0	0	0	0	0	178	0
FZD3	19.777778	0	0	0	0	0	0	0	0	178	0
FBXO16	19.777778	0	0	0	0	0	0	0	0	178	0
DEPTOR	19.777778	0	0	0	0	0	0	0	0	178	0
CPLANE1	19.777778	0	0	0	178	0	0	0	0	0	0
BORCS7	19.777778	0	0	0	0	0	0	0	0	178	0
ARHGAP18	19.777778	0	0	0	0	0	82	0	0	96	0
UBA3	19.666667	0	0	0	0	0	0	0	0	177	0
TBCK	19.666667	0	0	0	0	0	0	0	0	177	0
STAT5B	19.666667	0	0	0	0	0	177	0	0	0	0
SHLD2	19.666667	0	0	0	0	0	0	0	0	177	0
SHF	19.666667	0	0	0	0	0	0	0	0	177	0
PPIC	19.666667	0	0	0	0	0	0	0	0	177	0
PDGFA	19.666667	0	0	0	0	0	0	0	0	177	0
NTSR2	19.666667	0	0	0	0	0	0	0	0	177	0
GLUD1	19.666667	0	0	0	0	0	0	0	0	177	0
GKAP1	19.666667	0	0	0	0	0	0	0	0	177	0
FAM131B	19.666667	0	0	0	0	0	95	82	0	0	0
FAM110C	19.666667	0	0	0	0	0	0	0	0	177	0
DUSP27	19.666667	0	0	0	0	0	0	0	0	177	0
CTSH	19.666667	0	0	0	0	0	177	0	0	0	0
ASAH2B	19.666667	0	0	0	0	0	0	0	0	177	0
ARL6IP5	19.666667	0	0	0	0	0	0	0	0	177	0
AIMP1	19.666667	0	0	0	0	0	0	0	0	177	0
ZNF655	19.555556	0	0	0	0	0	176	0	0	0	0
TTC8	19.555556	0	0	0	0	0	0	0	0	176	0
TRIM69	19.555556	0	0	0	0	0	0	0	0	176	0
THBS1	19.555556	0	0	0	0	0	0	0	0	176	0
TBC1D8B	19.555556	0	0	0	0	0	0	0	0	176	0
SLC39A10	19.555556	0	0	0	0	0	0	0	0	176	0
SEC61G	19.555556	0	0	0	0	0	0	0	0	176	0
SCO1	19.555556	0	0	0	0	0	0	0	0	176	0
ROBO1	19.555556	0	0	0	0	0	0	0	0	176	0
RAB12	19.555556	0	0	0	0	0	176	0	0	0	0
PPP2R3A	19.555556	0	0	0	0	0	0	0	0	176	0
PHF21A	19.555556	0	0	0	0	0	176	0	0	0	0
NDST1	19.555556	0	0	0	0	0	0	0	0	176	0
MED13L	19.555556	0	0	0	0	0	176	0	0	0	0
MAT1A	19.555556	0	0	0	0	0	0	0	0	176	0
FBLN2	19.555556	0	0	0	0	0	176	0	0	0	0
FAM200A	19.555556	0	0	0	0	0	176	0	0	0	0
EPPK1	19.555556	0	0	0	0	0	0	0	0	176	0
EIF4E	19.555556	0	0	0	0	0	0	0	0	176	0
CERS2	19.555556	0	0	0	0	0	0	0	0	176	0
CCDC89	19.555556	0	0	176	0	0	0	0	0	0	0
ANXA9	19.555556	0	0	0	0	0	0	0	0	176	0
ADPRM	19.555556	0	0	0	0	0	0	0	0	176	0
TMEM248	19.444444	0	0	0	0	0	175	0	0	0	0
SMOX	19.444444	0	0	0	0	0	0	0	0	175	0
SEMA6A	19.444444	0	0	0	0	0	0	0	0	175	0
RERG	19.444444	0	0	0	0	0	0	0	0	175	0
PRDM8	19.444444	0	0	0	0	0	0	0	0	175	0
FBXL3	19.444444	0	0	0	0	0	0	0	0	175	0
ACSL4	19.444444	0	0	0	0	0	0	0	0	175	0
TNFRSF14	19.333333	0	0	0	0	0	0	0	0	174	0
TEAD2	19.333333	0	0	0	0	0	0	0	0	174	0
STEAP4	19.333333	0	0	0	0	0	0	0	0	174	0
